StartTime,EndTime,Steps,Calories,Distance(meters),ActiveTime(seconds)
2022-09-29 09:45:00,2022-09-29 09:59:59,89,4,65,120
2022-09-29 10:00:00,2022-09-29 10:14:59,80,4,58,60
2022-09-29 11:15:00,2022-09-29 11:29:59,579,26,423,360
2022-09-29 11:30:00,2022-09-29 11:44:59,151,8,110,120
2022-09-29 11:45:00,2022-09-29 11:59:59,49,2,35,60
2022-09-29 12:15:00,2022-09-29 12:29:59,374,17,273,180
2022-09-29 12:30:00,2022-09-29 12:44:59,733,30,536,600
2022-09-29 19:00:00,2022-09-29 19:14:59,722,32,528,480
2022-09-29 19:15:00,2022-09-29 19:29:59,728,29,532,480
2022-09-29 19:30:00,2022-09-29 19:44:59,807,32,590,600
2022-09-29 19:45:00,2022-09-29 19:59:59,534,22,390,300
2022-09-29 20:00:00,2022-09-29 20:14:59,407,19,297,300
2022-09-29 20:15:00,2022-09-29 20:29:59,59,3,43,60
2022-09-29 21:15:00,2022-09-29 21:29:59,4,0,2,60
2022-09-29 21:30:00,2022-09-29 21:44:59,602,24,440,420
2022-09-29 21:45:00,2022-09-29 21:59:59,636,27,465,600
2022-09-29 22:15:00,2022-09-29 22:29:59,304,14,222,240
2022-09-29 23:15:00,2022-09-29 23:29:59,159,7,116,180
2022-09-29 23:30:00,2022-09-29 23:44:59,183,8,133,120
2022-09-30 08:00:00,2022-09-30 08:14:59,223,10,163,120
2022-09-30 08:15:00,2022-09-30 08:29:59,376,19,275,180
2022-09-30 08:30:00,2022-09-30 08:44:59,620,28,453,420
2022-09-30 08:45:00,2022-09-30 08:59:59,306,18,223,180
2022-09-30 09:00:00,2022-09-30 09:14:59,288,17,210,120
2022-09-30 09:15:00,2022-09-30 09:29:59,293,17,214,120
2022-09-30 09:30:00,2022-09-30 09:44:59,366,19,267,120
2022-09-30 09:45:00,2022-09-30 09:59:59,305,15,223,120
2022-09-30 10:00:00,2022-09-30 10:14:59,499,21,365,240
2022-09-30 10:15:00,2022-09-30 10:29:59,629,25,460,360
2022-09-30 13:15:00,2022-09-30 13:29:59,99,5,72,60
2022-09-30 15:15:00,2022-09-30 15:29:59,368,15,269,180
2022-09-30 15:30:00,2022-09-30 15:44:59,436,16,319,240
2022-09-30 15:45:00,2022-09-30 15:59:59,684,27,500,420
2022-09-30 16:15:00,2022-09-30 16:29:59,701,29,513,420
2022-09-30 16:30:00,2022-09-30 16:44:59,1172,46,857,780
2022-09-30 16:45:00,2022-09-30 16:59:59,164,11,120,60
2022-09-30 17:00:00,2022-09-30 17:14:59,557,24,407,300
2022-09-30 17:15:00,2022-09-30 17:29:59,584,26,427,420
2022-09-30 17:30:00,2022-09-30 17:44:59,1078,43,789,780
2022-09-30 17:45:00,2022-09-30 17:59:59,938,39,686,840
2022-09-30 18:00:00,2022-09-30 18:14:59,1030,42,753,780
2022-09-30 18:15:00,2022-09-30 18:29:59,396,21,289,300
2022-09-30 18:30:00,2022-09-30 18:44:59,589,27,431,540
2022-09-30 19:15:00,2022-09-30 19:29:59,181,11,132,60
2022-09-30 20:00:00,2022-09-30 20:14:59,288,13,210,120
2022-09-30 20:15:00,2022-09-30 20:29:59,246,14,180,120
2022-09-30 20:30:00,2022-09-30 20:44:59,219,13,160,60
2022-09-30 21:15:00,2022-09-30 21:29:59,228,11,166,120
2022-09-30 21:30:00,2022-09-30 21:44:59,589,28,431,360
2022-09-30 21:45:00,2022-09-30 21:59:59,393,18,287,240
2022-09-30 22:00:00,2022-09-30 22:14:59,447,20,327,300
2022-09-30 22:15:00,2022-09-30 22:29:59,267,12,195,120
2022-09-30 22:30:00,2022-09-30 22:44:59,154,7,112,60
2022-09-30 23:00:00,2022-09-30 23:14:59,258,12,188,240
2022-10-01 04:00:00,2022-10-01 04:14:59,32,2,23,60
2022-10-01 08:30:00,2022-10-01 08:44:59,530,22,387,300
2022-10-01 08:45:00,2022-10-01 08:59:59,169,8,123,120
2022-10-01 09:00:00,2022-10-01 09:14:59,378,16,276,240
2022-10-01 10:45:00,2022-10-01 10:59:59,33,1,24,60
2022-10-01 13:30:00,2022-10-01 13:44:59,55,3,40,60
2022-10-01 15:15:00,2022-10-01 15:29:59,223,10,163,120
2022-10-01 15:30:00,2022-10-01 15:44:59,427,17,312,360
2022-10-01 15:45:00,2022-10-01 15:59:59,64,3,46,60
2022-10-01 16:30:00,2022-10-01 16:44:59,81,4,59,60
2022-10-01 19:00:00,2022-10-01 19:14:59,762,31,557,420
2022-10-01 19:15:00,2022-10-01 19:29:59,693,28,507,480
2022-10-01 19:30:00,2022-10-01 19:44:59,419,19,306,300
2022-10-01 19:45:00,2022-10-01 19:59:59,935,37,684,600
2022-10-01 20:00:00,2022-10-01 20:14:59,258,11,188,240
2022-10-01 21:15:00,2022-10-01 21:29:59,123,6,90,60
2022-10-02 07:00:00,2022-10-02 07:14:59,79,4,57,60
2022-10-02 12:00:00,2022-10-02 12:14:59,147,7,107,60
2022-10-02 13:15:00,2022-10-02 13:29:59,81,3,59,60
2022-10-02 13:30:00,2022-10-02 13:44:59,84,4,61,60
2022-10-02 13:45:00,2022-10-02 13:59:59,497,21,363,360
2022-10-02 15:30:00,2022-10-02 15:44:59,368,14,269,240
2022-10-02 15:45:00,2022-10-02 15:59:59,221,11,161,180
2022-10-02 18:15:00,2022-10-02 18:29:59,138,5,101,120
2022-10-02 20:00:00,2022-10-02 20:14:59,524,21,383,360
2022-10-02 20:15:00,2022-10-02 20:29:59,445,19,325,240
2022-10-02 22:00:00,2022-10-02 22:14:59,77,4,56,60
2022-10-03 01:15:00,2022-10-03 01:29:59,128,6,93,60
2022-10-03 08:00:00,2022-10-03 08:14:59,65,3,47,60
2022-10-03 18:45:00,2022-10-03 18:59:59,386,18,282,240
2022-10-03 19:00:00,2022-10-03 19:14:59,961,37,703,660
2022-10-03 19:15:00,2022-10-03 19:29:59,802,33,587,660
2022-10-03 19:30:00,2022-10-03 19:44:59,677,30,495,540
2022-10-03 21:15:00,2022-10-03 21:29:59,127,7,92,60
2022-10-04 07:00:00,2022-10-04 07:14:59,118,5,86,120
2022-10-04 07:15:00,2022-10-04 07:29:59,77,3,56,60
2022-10-04 07:30:00,2022-10-04 07:44:59,428,19,313,120
2022-10-04 07:45:00,2022-10-04 07:59:59,572,24,418,240
2022-10-04 09:00:00,2022-10-04 09:14:59,499,21,365,240
2022-10-04 09:15:00,2022-10-04 09:29:59,1570,57,1149,900
2022-10-04 09:30:00,2022-10-04 09:44:59,1243,45,909,660
2022-10-04 09:45:00,2022-10-04 09:59:59,211,8,154,180
2022-10-04 10:00:00,2022-10-04 10:14:59,143,6,104,120
2022-10-04 10:15:00,2022-10-04 10:29:59,1386,51,1014,840
2022-10-04 10:30:00,2022-10-04 10:44:59,1161,44,849,660
2022-10-04 11:15:00,2022-10-04 11:29:59,1418,53,1037,840
2022-10-04 11:30:00,2022-10-04 11:44:59,245,9,179,180
2022-10-04 13:00:00,2022-10-04 13:14:59,714,29,522,600
2022-10-04 13:15:00,2022-10-04 13:29:59,1366,51,999,900
2022-10-04 13:30:00,2022-10-04 13:44:59,913,38,668,720
2022-10-04 13:45:00,2022-10-04 13:59:59,1132,44,828,900
2022-10-04 14:00:00,2022-10-04 14:14:59,998,38,730,600
2022-10-04 14:15:00,2022-10-04 14:29:59,1059,41,775,720
2022-10-04 14:30:00,2022-10-04 14:44:59,644,27,471,420
2022-10-04 15:45:00,2022-10-04 15:59:59,1,0,0,60
2022-10-04 19:15:00,2022-10-04 19:29:59,23,0,16,60
2022-10-04 20:00:00,2022-10-04 20:14:59,950,38,695,660
2022-10-04 20:15:00,2022-10-04 20:29:59,1001,40,732,780
2022-10-04 20:45:00,2022-10-04 20:59:59,127,6,92,60
2022-10-04 22:15:00,2022-10-04 22:29:59,142,7,103,60
2022-10-05 01:45:00,2022-10-05 01:59:59,100,4,73,60
2022-10-05 06:00:00,2022-10-05 06:14:59,89,4,65,60
2022-10-05 08:00:00,2022-10-05 08:14:59,187,8,136,120
2022-10-05 08:15:00,2022-10-05 08:29:59,856,35,626,660
2022-10-05 08:30:00,2022-10-05 08:44:59,440,19,322,360
2022-10-05 09:00:00,2022-10-05 09:14:59,74,4,54,60
2022-10-05 09:30:00,2022-10-05 09:44:59,147,7,107,60
2022-10-05 10:00:00,2022-10-05 10:14:59,86,3,62,60
2022-10-05 10:15:00,2022-10-05 10:29:59,134,5,98,60
2022-10-05 11:45:00,2022-10-05 11:59:59,124,5,90,60
2022-10-05 12:00:00,2022-10-05 12:14:59,39,3,28,60
2022-10-05 12:15:00,2022-10-05 12:29:59,92,4,67,60
2022-10-05 13:15:00,2022-10-05 13:29:59,104,5,76,60
2022-10-05 13:30:00,2022-10-05 13:44:59,196,9,143,180
2022-10-05 13:45:00,2022-10-05 13:59:59,433,18,316,300
2022-10-05 14:15:00,2022-10-05 14:29:59,524,21,383,420
2022-10-05 16:15:00,2022-10-05 16:29:59,236,11,172,180
2022-10-05 16:30:00,2022-10-05 16:44:59,991,36,725,600
2022-10-05 16:45:00,2022-10-05 16:59:59,803,32,587,600
2022-10-05 17:00:00,2022-10-05 17:14:59,633,28,463,600
2022-10-05 18:45:00,2022-10-05 18:59:59,210,9,153,120
2022-10-05 22:15:00,2022-10-05 22:29:59,176,7,128,120
2022-10-06 04:15:00,2022-10-06 04:29:59,78,4,57,60
2022-10-06 09:00:00,2022-10-06 09:14:59,389,18,284,240
2022-10-06 09:15:00,2022-10-06 09:29:59,207,12,151,60
2022-10-06 09:30:00,2022-10-06 09:44:59,617,29,451,420
2022-10-06 10:00:00,2022-10-06 10:14:59,151,7,110,120
2022-10-06 10:15:00,2022-10-06 10:29:59,547,26,400,360
2022-10-06 10:30:00,2022-10-06 10:44:59,473,23,346,300
2022-10-06 10:45:00,2022-10-06 10:59:59,73,4,53,120
2022-10-06 11:00:00,2022-10-06 11:14:59,231,9,169,60
2022-10-06 11:15:00,2022-10-06 11:29:59,693,30,507,480
2022-10-06 11:30:00,2022-10-06 11:44:59,250,11,182,240
2022-10-06 11:45:00,2022-10-06 11:59:59,310,15,226,240
2022-10-06 12:15:00,2022-10-06 12:29:59,139,8,101,60
2022-10-06 13:00:00,2022-10-06 13:14:59,574,24,420,420
2022-10-06 13:15:00,2022-10-06 13:29:59,584,25,427,480
2022-10-06 15:15:00,2022-10-06 15:29:59,646,25,472,360
2022-10-06 15:30:00,2022-10-06 15:44:59,1274,48,932,840
2022-10-06 15:45:00,2022-10-06 15:59:59,418,17,305,360
2022-10-06 17:30:00,2022-10-06 17:44:59,226,8,165,120
2022-10-06 17:45:00,2022-10-06 17:59:59,23,1,16,60
2022-10-06 19:30:00,2022-10-06 19:44:59,637,24,466,420
2022-10-06 19:45:00,2022-10-06 19:59:59,1383,52,1012,900
2022-10-06 20:00:00,2022-10-06 20:14:59,180,8,131,120
2022-10-06 21:00:00,2022-10-06 21:14:59,131,6,95,60
2022-10-07 07:15:00,2022-10-07 07:29:59,262,10,191,120
2022-10-07 07:30:00,2022-10-07 07:44:59,1142,45,835,780
2022-10-07 07:45:00,2022-10-07 07:59:59,410,18,300,300
2022-10-07 08:15:00,2022-10-07 08:29:59,177,8,129,120
2022-10-07 08:45:00,2022-10-07 08:59:59,193,7,141,180
2022-10-07 09:00:00,2022-10-07 09:14:59,118,5,86,60
2022-10-07 09:15:00,2022-10-07 09:29:59,140,7,102,60
2022-10-07 10:00:00,2022-10-07 10:14:59,51,2,37,60
2022-10-07 10:45:00,2022-10-07 10:59:59,113,4,82,60
2022-10-07 11:00:00,2022-10-07 11:14:59,31,1,22,60
2022-10-07 11:30:00,2022-10-07 11:44:59,307,12,224,120
2022-10-07 11:45:00,2022-10-07 11:59:59,39,2,28,60
2022-10-07 12:15:00,2022-10-07 12:29:59,701,28,513,420
2022-10-07 12:30:00,2022-10-07 12:44:59,1190,46,871,840
2022-10-07 12:45:00,2022-10-07 12:59:59,1044,41,764,780
2022-10-07 14:00:00,2022-10-07 14:14:59,814,32,595,540
2022-10-07 18:45:00,2022-10-07 18:59:59,167,7,122,120
2022-10-07 20:00:00,2022-10-07 20:14:59,757,30,554,480
2022-10-07 20:15:00,2022-10-07 20:29:59,1365,50,999,840
2022-10-07 20:30:00,2022-10-07 20:44:59,1192,45,872,780
2022-10-07 20:45:00,2022-10-07 20:59:59,48,2,35,60
2022-10-07 21:45:00,2022-10-07 21:59:59,103,5,75,60
2022-10-08 17:00:00,2022-10-08 17:14:59,809,31,592,540
2022-10-08 17:15:00,2022-10-08 17:29:59,72,3,52,60
2022-10-08 20:15:00,2022-10-08 20:29:59,126,6,92,60
2022-10-08 21:15:00,2022-10-08 21:29:59,70,3,51,60
2022-10-09 11:30:00,2022-10-09 11:44:59,47,2,34,60
2022-10-09 16:15:00,2022-10-09 16:29:59,300,13,219,180
2022-10-09 18:30:00,2022-10-09 18:44:59,1342,50,982,840
2022-10-09 18:45:00,2022-10-09 18:59:59,72,3,52,60
2022-10-09 19:00:00,2022-10-09 19:14:59,403,15,294,240
2022-10-09 19:45:00,2022-10-09 19:59:59,91,5,66,60
2022-10-09 20:30:00,2022-10-09 20:44:59,326,12,238,240
2022-10-09 20:45:00,2022-10-09 20:59:59,324,14,237,300
2022-10-09 21:45:00,2022-10-09 21:59:59,57,2,41,60
2022-10-10 03:00:00,2022-10-10 03:14:59,86,3,62,60
2022-10-10 09:15:00,2022-10-10 09:29:59,129,5,94,120
2022-10-10 09:30:00,2022-10-10 09:44:59,11,1,8,60
2022-10-10 12:00:00,2022-10-10 12:14:59,404,16,295,240
2022-10-10 12:30:00,2022-10-10 12:44:59,265,14,193,120
2022-10-10 13:45:00,2022-10-10 13:59:59,83,4,60,120
2022-10-10 15:45:00,2022-10-10 15:59:59,287,12,210,180
2022-10-10 16:00:00,2022-10-10 16:14:59,606,25,443,480
2022-10-10 17:00:00,2022-10-10 17:14:59,201,11,147,120
2022-10-10 17:15:00,2022-10-10 17:29:59,502,25,367,360
2022-10-10 17:30:00,2022-10-10 17:44:59,644,30,471,540
2022-10-10 17:45:00,2022-10-10 17:59:59,1255,49,918,840
2022-10-10 18:00:00,2022-10-10 18:14:59,1228,47,898,900
2022-10-10 18:15:00,2022-10-10 18:29:59,1048,42,767,840
2022-10-10 18:30:00,2022-10-10 18:44:59,1103,45,807,780
2022-10-10 18:45:00,2022-10-10 18:59:59,790,33,578,600
2022-10-10 19:00:00,2022-10-10 19:14:59,423,19,309,240
2022-10-10 19:15:00,2022-10-10 19:29:59,364,16,266,300
2022-10-10 19:30:00,2022-10-10 19:44:59,330,13,241,240
2022-10-10 21:15:00,2022-10-10 21:29:59,94,4,68,60
2022-10-11 07:45:00,2022-10-11 07:59:59,388,16,284,240
2022-10-11 08:15:00,2022-10-11 08:29:59,1102,44,806,780
2022-10-11 08:30:00,2022-10-11 08:44:59,1300,49,951,840
2022-10-11 09:00:00,2022-10-11 09:14:59,327,15,239,180
2022-10-11 09:45:00,2022-10-11 09:59:59,331,13,242,240
2022-10-11 10:00:00,2022-10-11 10:14:59,510,25,373,360
2022-10-11 10:30:00,2022-10-11 10:44:59,249,13,182,180
2022-10-11 11:15:00,2022-10-11 11:29:59,300,13,219,240
2022-10-11 11:30:00,2022-10-11 11:44:59,779,31,570,480
2022-10-11 11:45:00,2022-10-11 11:59:59,629,26,460,420
2022-10-11 12:30:00,2022-10-11 12:44:59,109,4,79,60
2022-10-11 13:30:00,2022-10-11 13:44:59,267,11,195,240
2022-10-11 14:00:00,2022-10-11 14:14:59,542,24,396,480
2022-10-11 14:15:00,2022-10-11 14:29:59,643,27,470,540
2022-10-11 18:00:00,2022-10-11 18:14:59,127,6,92,60
2022-10-11 18:15:00,2022-10-11 18:29:59,1126,45,824,840
2022-10-11 18:30:00,2022-10-11 18:44:59,358,17,262,240
2022-10-11 18:45:00,2022-10-11 18:59:59,459,20,335,360
2022-10-11 19:30:00,2022-10-11 19:44:59,663,27,485,420
2022-10-11 19:45:00,2022-10-11 19:59:59,577,23,422,420
2022-10-11 20:00:00,2022-10-11 20:14:59,517,20,378,420
2022-10-11 23:00:00,2022-10-11 23:14:59,770,31,563,540
2022-10-11 23:15:00,2022-10-11 23:29:59,633,27,463,540
2022-10-12 05:30:00,2022-10-12 05:44:59,61,2,44,60
2022-10-12 07:30:00,2022-10-12 07:44:59,87,4,63,60
2022-10-12 08:00:00,2022-10-12 08:14:59,285,12,208,180
2022-10-12 08:15:00,2022-10-12 08:29:59,694,29,508,600
2022-10-12 08:30:00,2022-10-12 08:44:59,652,26,477,420
2022-10-12 08:45:00,2022-10-12 08:59:59,841,31,615,480
2022-10-12 09:30:00,2022-10-12 09:44:59,338,13,247,240
2022-10-12 10:00:00,2022-10-12 10:14:59,518,23,379,420
2022-10-12 10:15:00,2022-10-12 10:29:59,470,19,344,300
2022-10-12 10:45:00,2022-10-12 10:59:59,314,13,229,240
2022-10-12 11:00:00,2022-10-12 11:14:59,1419,53,1038,900
2022-10-12 11:15:00,2022-10-12 11:29:59,715,27,523,420
2022-10-12 11:30:00,2022-10-12 11:44:59,1200,45,878,720
2022-10-12 13:30:00,2022-10-12 13:44:59,728,31,532,480
2022-10-12 13:45:00,2022-10-12 13:59:59,506,22,370,420
2022-10-12 14:00:00,2022-10-12 14:14:59,250,12,183,240
2022-10-12 14:15:00,2022-10-12 14:29:59,1320,48,966,780
2022-10-12 14:30:00,2022-10-12 14:44:59,487,19,356,300
2022-10-12 18:15:00,2022-10-12 18:29:59,274,13,200,180
2022-10-12 18:30:00,2022-10-12 18:44:59,97,6,71,60
2022-10-12 18:45:00,2022-10-12 18:59:59,1110,44,812,720
2022-10-12 19:00:00,2022-10-12 19:14:59,163,7,119,180
2022-10-12 19:45:00,2022-10-12 19:59:59,562,23,411,300
2022-10-12 20:00:00,2022-10-12 20:14:59,790,33,578,600
2022-10-12 20:15:00,2022-10-12 20:29:59,530,22,387,360
2022-10-12 20:45:00,2022-10-12 20:59:59,533,20,390,360
2022-10-12 21:00:00,2022-10-12 21:14:59,190,8,139,120
2022-10-12 22:15:00,2022-10-12 22:29:59,526,20,385,360
2022-10-12 22:30:00,2022-10-12 22:44:59,752,32,550,600
2022-10-13 11:00:00,2022-10-13 11:14:59,908,36,664,600
2022-10-13 11:15:00,2022-10-13 11:29:59,310,14,226,240
2022-10-13 11:45:00,2022-10-13 11:59:59,259,12,189,180
2022-10-13 12:00:00,2022-10-13 12:14:59,212,9,155,120
2022-10-13 12:15:00,2022-10-13 12:29:59,1395,53,1021,900
2022-10-13 12:30:00,2022-10-13 12:44:59,1355,52,991,900
2022-10-13 12:45:00,2022-10-13 12:59:59,187,8,136,120
2022-10-13 13:45:00,2022-10-13 13:59:59,131,6,95,60
2022-10-13 14:00:00,2022-10-13 14:14:59,1095,42,801,600
2022-10-13 14:15:00,2022-10-13 14:29:59,950,36,695,720
2022-10-13 14:30:00,2022-10-13 14:44:59,4,0,2,60
2022-10-13 15:15:00,2022-10-13 15:29:59,657,27,480,420
2022-10-13 15:30:00,2022-10-13 15:44:59,423,16,309,300
2022-10-13 16:00:00,2022-10-13 16:14:59,89,6,65,60
2022-10-13 16:15:00,2022-10-13 16:29:59,478,21,349,300
2022-10-13 16:30:00,2022-10-13 16:44:59,496,25,363,360
2022-10-13 16:45:00,2022-10-13 16:59:59,608,28,445,360
2022-10-13 17:00:00,2022-10-13 17:14:59,359,20,262,180
2022-10-13 17:15:00,2022-10-13 17:29:59,419,22,306,300
2022-10-13 17:30:00,2022-10-13 17:44:59,503,23,368,420
2022-10-13 19:45:00,2022-10-13 19:59:59,814,33,595,481
2022-10-13 20:00:00,2022-10-13 20:14:59,421,17,308,300
2022-10-13 20:30:00,2022-10-13 20:44:59,626,26,458,480
2022-10-13 20:45:00,2022-10-13 20:59:59,1573,57,1151,900
2022-10-13 21:00:00,2022-10-13 21:14:59,950,37,695,660
2022-10-13 21:15:00,2022-10-13 21:29:59,344,14,251,180
2022-10-13 21:30:00,2022-10-13 21:44:59,247,9,180,180
2022-10-13 21:45:00,2022-10-13 21:59:59,1067,41,781,660
2022-10-13 22:00:00,2022-10-13 22:14:59,817,33,598,600
2022-10-13 22:15:00,2022-10-13 22:29:59,1025,40,750,660
2022-10-13 22:30:00,2022-10-13 22:44:59,1475,59,1079,780
2022-10-13 22:45:00,2022-10-13 22:59:59,746,30,546,480
2022-10-14 05:30:00,2022-10-14 05:44:59,110,6,80,60
2022-10-14 08:00:00,2022-10-14 08:14:59,75,3,54,60
2022-10-14 08:30:00,2022-10-14 08:44:59,702,26,513,420
2022-10-14 10:00:00,2022-10-14 10:14:59,126,6,92,60
2022-10-14 10:15:00,2022-10-14 10:29:59,96,4,70,60
2022-10-14 12:00:00,2022-10-14 12:14:59,166,8,121,120
2022-10-14 13:30:00,2022-10-14 13:44:59,268,11,196,180
2022-10-14 14:00:00,2022-10-14 14:14:59,343,14,251,240
2022-10-14 15:30:00,2022-10-14 15:44:59,485,19,355,300
2022-10-14 15:45:00,2022-10-14 15:59:59,1371,52,1003,900
2022-10-14 16:00:00,2022-10-14 16:14:59,1361,51,996,900
2022-10-14 16:15:00,2022-10-14 16:29:59,1313,50,961,900
2022-10-14 16:30:00,2022-10-14 16:44:59,1260,48,922,900
2022-10-14 16:45:00,2022-10-14 16:59:59,368,19,269,240
2022-10-14 17:00:00,2022-10-14 17:14:59,658,28,481,420
2022-10-14 17:15:00,2022-10-14 17:29:59,82,5,60,60
2022-10-14 18:15:00,2022-10-14 18:29:59,261,12,191,120
2022-10-14 18:30:00,2022-10-14 18:44:59,770,33,563,540
2022-10-14 18:45:00,2022-10-14 18:59:59,383,20,280,180
2022-10-14 19:00:00,2022-10-14 19:14:59,514,26,376,300
2022-10-14 19:30:00,2022-10-14 19:44:59,612,27,447,540
2022-10-14 20:00:00,2022-10-14 20:14:59,715,31,523,600
2022-10-14 20:15:00,2022-10-14 20:29:59,466,21,341,300
2022-10-14 20:30:00,2022-10-14 20:44:59,508,22,371,360
2022-10-14 20:45:00,2022-10-14 20:59:59,140,7,102,120
2022-10-14 21:15:00,2022-10-14 21:29:59,355,15,259,302
2022-10-14 21:30:00,2022-10-14 21:44:59,81,5,59,60
2022-10-14 22:00:00,2022-10-14 22:14:59,177,9,129,180
2022-10-15 02:30:00,2022-10-15 02:44:59,180,7,131,120
2022-10-15 11:45:00,2022-10-15 11:59:59,44,2,32,60
2022-10-15 12:00:00,2022-10-15 12:14:59,81,4,59,60
2022-10-15 18:45:00,2022-10-15 18:59:59,788,34,576,540
2022-10-15 19:00:00,2022-10-15 19:14:59,512,22,374,360
2022-10-15 19:15:00,2022-10-15 19:29:59,329,15,240,300
2022-10-15 20:00:00,2022-10-15 20:14:59,168,8,122,120
2022-10-15 22:15:00,2022-10-15 22:29:59,268,14,196,180
2022-10-15 22:45:00,2022-10-15 22:59:59,138,7,101,120
2022-10-16 13:45:00,2022-10-16 13:59:59,318,14,232,300
2022-10-16 14:45:00,2022-10-16 14:59:59,688,27,503,480
2022-10-16 16:30:00,2022-10-16 16:44:59,331,14,242,240
2022-10-16 18:45:00,2022-10-16 18:59:59,580,25,424,360
2022-10-16 19:00:00,2022-10-16 19:14:59,1230,48,900,900
2022-10-16 19:15:00,2022-10-16 19:29:59,498,20,364,300
2022-10-16 20:00:00,2022-10-16 20:14:59,162,6,118,120
2022-10-17 04:30:00,2022-10-17 04:44:59,65,3,47,60
2022-10-17 07:00:00,2022-10-17 07:14:59,220,11,161,240
2022-10-17 07:15:00,2022-10-17 07:29:59,191,7,139,120
2022-10-17 07:30:00,2022-10-17 07:44:59,985,39,721,660
2022-10-17 07:45:00,2022-10-17 07:59:59,498,20,364,360
2022-10-17 09:45:00,2022-10-17 09:59:59,82,5,60,60
2022-10-17 10:30:00,2022-10-17 10:44:59,175,10,128,60
2022-10-17 10:45:00,2022-10-17 10:59:59,80,5,58,60
2022-10-17 11:15:00,2022-10-17 11:29:59,519,26,379,360
2022-10-17 11:30:00,2022-10-17 11:44:59,775,34,567,600
2022-10-17 11:45:00,2022-10-17 11:59:59,824,35,603,540
2022-10-17 12:00:00,2022-10-17 12:14:59,1127,45,824,780
2022-10-17 12:15:00,2022-10-17 12:29:59,1293,50,946,900
2022-10-17 12:30:00,2022-10-17 12:44:59,1316,51,963,900
2022-10-17 12:45:00,2022-10-17 12:59:59,1479,55,1082,900
2022-10-17 13:00:00,2022-10-17 13:14:59,1224,47,895,840
2022-10-17 13:15:00,2022-10-17 13:29:59,165,9,120,120
2022-10-17 13:30:00,2022-10-17 13:44:59,170,8,124,120
2022-10-17 14:00:00,2022-10-17 14:14:59,146,8,106,120
2022-10-17 14:15:00,2022-10-17 14:29:59,591,25,432,420
2022-10-17 17:00:00,2022-10-17 17:14:59,294,14,215,120
2022-10-17 17:15:00,2022-10-17 17:29:59,882,35,645,540
2022-10-17 17:30:00,2022-10-17 17:44:59,107,4,78,120
2022-10-17 19:45:00,2022-10-17 19:59:59,591,23,432,420
2022-10-17 20:45:00,2022-10-17 20:59:59,197,8,144,120
2022-10-17 21:00:00,2022-10-17 21:14:59,3,0,2,60
2022-10-18 06:15:00,2022-10-18 06:29:59,192,8,140,120
2022-10-18 06:30:00,2022-10-18 06:44:59,32,2,23,60
2022-10-18 06:45:00,2022-10-18 06:59:59,300,12,219,240
2022-10-18 07:00:00,2022-10-18 07:14:59,353,18,258,180
2022-10-18 07:15:00,2022-10-18 07:29:59,491,23,359,240
2022-10-18 07:30:00,2022-10-18 07:44:59,831,37,608,720
2022-10-18 07:45:00,2022-10-18 07:59:59,453,19,331,300
2022-10-18 08:00:00,2022-10-18 08:14:59,818,35,598,600
2022-10-18 08:15:00,2022-10-18 08:29:59,128,6,93,120
2022-10-18 08:30:00,2022-10-18 08:44:59,124,5,90,60
2022-10-18 09:15:00,2022-10-18 09:29:59,197,7,144,120
2022-10-18 09:30:00,2022-10-18 09:44:59,604,26,442,420
2022-10-18 09:45:00,2022-10-18 09:59:59,684,30,500,540
2022-10-18 10:00:00,2022-10-18 10:14:59,1336,50,977,900
2022-10-18 10:15:00,2022-10-18 10:29:59,681,27,498,360
2022-10-18 10:30:00,2022-10-18 10:44:59,559,21,409,360
2022-10-18 12:00:00,2022-10-18 12:14:59,79,4,57,60
2022-10-18 13:45:00,2022-10-18 13:59:59,585,25,428,480
2022-10-18 14:00:00,2022-10-18 14:14:59,306,10,223,120
2022-10-18 14:15:00,2022-10-18 14:29:59,630,24,461,360
2022-10-18 14:30:00,2022-10-18 14:44:59,687,28,502,420
2022-10-18 14:45:00,2022-10-18 14:59:59,406,18,297,240
2022-10-18 16:15:00,2022-10-18 16:29:59,711,28,520,480
2022-10-18 18:00:00,2022-10-18 18:14:59,491,20,359,300
2022-10-18 18:15:00,2022-10-18 18:29:59,756,31,553,540
2022-10-18 18:30:00,2022-10-18 18:44:59,336,16,245,240
2022-10-18 18:45:00,2022-10-18 18:59:59,1291,49,945,840
2022-10-18 19:00:00,2022-10-18 19:14:59,143,8,104,120
2022-10-18 19:30:00,2022-10-18 19:44:59,288,16,210,120
2022-10-18 20:30:00,2022-10-18 20:44:59,196,10,143,60
2022-10-18 20:45:00,2022-10-18 20:59:59,1282,50,938,900
2022-10-18 21:00:00,2022-10-18 21:14:59,789,30,577,540
2022-10-18 21:15:00,2022-10-18 21:29:59,534,21,390,420
2022-10-18 22:15:00,2022-10-18 22:29:59,448,19,327,240
2022-10-18 22:30:00,2022-10-18 22:44:59,899,35,658,600
2022-10-18 22:45:00,2022-10-18 22:59:59,441,20,322,240
2022-10-18 23:15:00,2022-10-18 23:29:59,216,10,158,120
2022-10-18 23:30:00,2022-10-18 23:44:59,129,5,94,120
2022-10-19 07:15:00,2022-10-19 07:29:59,125,6,91,180
