StartTime,EndTime,Steps,Calories,Distance(meters),ActiveTime(seconds)
2022-09-06 08:15:00,2022-09-06 08:29:59,166,8,121,60
2022-09-06 08:30:00,2022-09-06 08:44:59,77,3,56,120
2022-09-06 14:00:00,2022-09-06 14:14:59,240,10,175,120
2022-09-06 14:45:00,2022-09-06 14:59:59,270,11,197,240
2022-09-06 15:00:00,2022-09-06 15:14:59,207,11,151,60
2022-09-06 15:15:00,2022-09-06 15:29:59,138,10,101,60
2022-09-06 16:15:00,2022-09-06 16:29:59,156,9,114,120
2022-09-06 16:45:00,2022-09-06 16:59:59,107,6,78,60
2022-09-06 17:00:00,2022-09-06 17:14:59,831,35,608,660
2022-09-06 17:15:00,2022-09-06 17:29:59,572,24,418,420
2022-09-06 17:30:00,2022-09-06 17:44:59,97,5,71,60
2022-09-06 20:45:00,2022-09-06 20:59:59,163,9,119,120
2022-09-07 01:30:00,2022-09-07 01:44:59,203,10,148,60
2022-09-07 07:00:00,2022-09-07 07:14:59,70,3,51,60
2022-09-07 07:15:00,2022-09-07 07:29:59,125,6,91,60
2022-09-07 07:30:00,2022-09-07 07:44:59,509,21,372,300
2022-09-07 07:45:00,2022-09-07 07:59:59,828,33,606,660
2022-09-07 08:00:00,2022-09-07 08:14:59,135,8,98,60
2022-09-07 08:15:00,2022-09-07 08:29:59,57,2,41,60
2022-09-07 09:15:00,2022-09-07 09:29:59,87,3,63,60
2022-09-07 10:15:00,2022-09-07 10:29:59,163,7,119,60
2022-09-07 10:30:00,2022-09-07 10:44:59,166,7,121,60
2022-09-07 12:45:00,2022-09-07 12:59:59,196,10,143,120
2022-09-07 13:45:00,2022-09-07 13:59:59,214,11,156,240
2022-09-07 15:00:00,2022-09-07 15:14:59,211,11,154,180
2022-09-07 15:15:00,2022-09-07 15:29:59,102,7,74,60
2022-09-07 16:00:00,2022-09-07 16:14:59,153,7,111,60
2022-09-07 16:15:00,2022-09-07 16:29:59,140,6,102,120
2022-09-07 16:30:00,2022-09-07 16:44:59,252,11,184,180
2022-09-07 17:00:00,2022-09-07 17:14:59,373,15,273,180
2022-09-07 17:15:00,2022-09-07 17:29:59,124,5,90,120
2022-09-07 17:30:00,2022-09-07 17:44:59,983,40,719,780
2022-09-07 17:45:00,2022-09-07 17:59:59,128,6,93,60
2022-09-07 20:15:00,2022-09-07 20:29:59,219,11,160,180
2022-09-07 20:30:00,2022-09-07 20:44:59,88,4,64,60
2022-09-08 01:30:00,2022-09-08 01:44:59,246,13,180,240
2022-09-08 08:00:00,2022-09-08 08:14:59,720,29,527,420
2022-09-08 08:15:00,2022-09-08 08:29:59,119,5,87,60
2022-09-08 08:30:00,2022-09-08 08:44:59,166,6,121,120
2022-09-08 10:15:00,2022-09-08 10:29:59,96,4,70,60
2022-09-08 15:45:00,2022-09-08 15:59:59,408,19,298,240
2022-09-08 16:00:00,2022-09-08 16:14:59,122,6,89,60
2022-09-08 16:15:00,2022-09-08 16:29:59,84,4,61,60
2022-09-08 16:30:00,2022-09-08 16:44:59,290,14,212,120
2022-09-08 17:00:00,2022-09-08 17:14:59,209,9,152,180
2022-09-08 17:15:00,2022-09-08 17:29:59,1206,48,882,900
2022-09-08 17:30:00,2022-09-08 17:44:59,845,34,618,660
2022-09-08 19:00:00,2022-09-08 19:14:59,108,5,79,60
2022-09-08 19:45:00,2022-09-08 19:59:59,593,25,434,480
2022-09-08 20:45:00,2022-09-08 20:59:59,691,26,505,480
2022-09-08 21:00:00,2022-09-08 21:14:59,1,0,0,60
2022-09-08 21:45:00,2022-09-08 21:59:59,380,16,278,180
2022-09-08 22:00:00,2022-09-08 22:14:59,56,3,40,60
2022-09-09 07:15:00,2022-09-09 07:29:59,481,21,352,240
2022-09-09 07:30:00,2022-09-09 07:44:59,529,21,387,420
2022-09-09 07:45:00,2022-09-09 07:59:59,279,10,204,180
2022-09-09 08:00:00,2022-09-09 08:14:59,151,9,110,60
2022-09-09 09:00:00,2022-09-09 09:14:59,303,14,221,240
2022-09-09 10:00:00,2022-09-09 10:14:59,112,5,81,60
2022-09-09 10:15:00,2022-09-09 10:29:59,314,13,229,180
2022-09-09 11:00:00,2022-09-09 11:14:59,146,6,106,60
2022-09-09 12:00:00,2022-09-09 12:14:59,175,7,128,120
2022-09-09 13:30:00,2022-09-09 13:44:59,117,7,85,60
2022-09-09 14:45:00,2022-09-09 14:59:59,201,10,147,60
2022-09-09 15:15:00,2022-09-09 15:29:59,131,6,95,60
2022-09-09 16:15:00,2022-09-09 16:29:59,171,6,125,120
2022-09-09 16:45:00,2022-09-09 16:59:59,156,8,114,120
2022-09-09 17:30:00,2022-09-09 17:44:59,173,8,126,60
2022-09-09 17:45:00,2022-09-09 17:59:59,972,38,711,720
2022-09-09 18:00:00,2022-09-09 18:14:59,484,20,354,240
2022-09-09 18:30:00,2022-09-09 18:44:59,13,0,9,60
2022-09-09 20:45:00,2022-09-09 20:59:59,176,8,128,180
2022-09-09 21:30:00,2022-09-09 21:44:59,52,2,38,60
2022-09-09 22:00:00,2022-09-09 22:14:59,62,2,45,60
2022-09-09 22:15:00,2022-09-09 22:29:59,133,7,97,60
2022-09-10 01:00:00,2022-09-10 01:14:59,112,5,81,120
2022-09-10 04:45:00,2022-09-10 04:59:59,245,12,179,180
2022-09-10 07:45:00,2022-09-10 07:59:59,977,38,715,600
2022-09-10 08:00:00,2022-09-10 08:14:59,69,3,50,60
2022-09-10 08:15:00,2022-09-10 08:29:59,101,6,73,60
2022-09-10 08:30:00,2022-09-10 08:44:59,85,5,62,60
2022-09-10 10:30:00,2022-09-10 10:44:59,108,5,79,120
2022-09-10 11:15:00,2022-09-10 11:29:59,97,6,71,60
2022-09-10 13:15:00,2022-09-10 13:29:59,106,6,77,60
2022-09-10 14:30:00,2022-09-10 14:44:59,101,3,73,60
2022-09-10 15:00:00,2022-09-10 15:14:59,404,17,295,300
2022-09-10 15:15:00,2022-09-10 15:29:59,99,5,72,60
2022-09-10 15:30:00,2022-09-10 15:44:59,674,28,493,480
2022-09-10 15:45:00,2022-09-10 15:59:59,910,35,666,660
2022-09-10 16:00:00,2022-09-10 16:14:59,235,10,172,120
2022-09-10 16:15:00,2022-09-10 16:29:59,96,5,70,120
2022-09-10 18:00:00,2022-09-10 18:14:59,46,2,33,60
2022-09-10 21:00:00,2022-09-10 21:14:59,115,4,84,60
2022-09-10 22:30:00,2022-09-10 22:44:59,137,7,100,60
2022-09-11 07:00:00,2022-09-11 07:14:59,123,5,90,60
2022-09-11 07:15:00,2022-09-11 07:29:59,9,0,6,60
2022-09-11 07:30:00,2022-09-11 07:44:59,118,5,86,120
2022-09-11 09:15:00,2022-09-11 09:29:59,52,2,38,60
2022-09-11 14:15:00,2022-09-11 14:29:59,72,4,52,60
2022-09-11 17:30:00,2022-09-11 17:44:59,71,4,51,60
2022-09-11 19:30:00,2022-09-11 19:44:59,42,2,30,60
2022-09-11 19:45:00,2022-09-11 19:59:59,137,7,100,60
2022-09-11 20:00:00,2022-09-11 20:14:59,74,4,54,60
2022-09-11 20:30:00,2022-09-11 20:44:59,445,19,325,360
2022-09-11 21:30:00,2022-09-11 21:44:59,104,4,76,60
2022-09-12 07:15:00,2022-09-12 07:29:59,267,11,195,180
2022-09-12 08:00:00,2022-09-12 08:14:59,171,8,125,120
2022-09-12 08:15:00,2022-09-12 08:29:59,249,10,182,120
2022-09-12 08:30:00,2022-09-12 08:44:59,368,14,269,300
2022-09-12 09:00:00,2022-09-12 09:14:59,475,21,347,420
2022-09-12 09:30:00,2022-09-12 09:44:59,69,5,50,60
2022-09-12 10:00:00,2022-09-12 10:14:59,97,4,71,60
2022-09-12 14:15:00,2022-09-12 14:29:59,69,3,50,60
2022-09-12 17:00:00,2022-09-12 17:14:59,354,15,259,180
2022-09-12 17:15:00,2022-09-12 17:29:59,317,13,232,300
2022-09-12 17:45:00,2022-09-12 17:59:59,488,20,357,300
2022-09-12 18:00:00,2022-09-12 18:14:59,1104,43,808,780
2022-09-12 18:15:00,2022-09-12 18:29:59,4,0,2,60
2022-09-12 21:15:00,2022-09-12 21:29:59,280,14,204,180
2022-09-12 22:30:00,2022-09-12 22:44:59,92,4,67,60
2022-09-13 07:00:00,2022-09-13 07:14:59,117,7,85,60
2022-09-13 07:15:00,2022-09-13 07:29:59,252,13,184,180
2022-09-13 07:30:00,2022-09-13 07:44:59,166,7,121,60
2022-09-13 07:45:00,2022-09-13 07:59:59,795,32,581,480
2022-09-13 14:30:00,2022-09-13 14:44:59,143,5,104,60
2022-09-13 16:15:00,2022-09-13 16:29:59,331,14,242,240
2022-09-13 16:30:00,2022-09-13 16:44:59,307,12,224,180
2022-09-13 16:45:00,2022-09-13 16:59:59,278,10,203,180
2022-09-13 17:00:00,2022-09-13 17:14:59,132,6,96,120
2022-09-13 17:15:00,2022-09-13 17:29:59,332,18,243,240
2022-09-13 17:45:00,2022-09-13 17:59:59,902,36,660,660
2022-09-13 18:00:00,2022-09-13 18:14:59,252,9,184,180
2022-09-13 20:15:00,2022-09-13 20:29:59,145,6,106,180
2022-09-13 20:30:00,2022-09-13 20:44:59,62,2,45,60
2022-09-13 21:00:00,2022-09-13 21:14:59,293,13,214,180
2022-09-13 21:45:00,2022-09-13 21:59:59,86,3,62,60
2022-09-13 22:30:00,2022-09-13 22:44:59,173,8,126,120
2022-09-14 07:30:00,2022-09-14 07:44:59,523,21,382,240
2022-09-14 07:45:00,2022-09-14 07:59:59,362,16,264,360
2022-09-14 08:00:00,2022-09-14 08:14:59,88,4,64,60
2022-09-14 08:15:00,2022-09-14 08:29:59,269,13,196,120
2022-09-14 08:30:00,2022-09-14 08:44:59,444,19,325,420
2022-09-14 08:45:00,2022-09-14 08:59:59,281,13,205,180
2022-09-14 10:00:00,2022-09-14 10:14:59,127,6,92,120
2022-09-14 10:15:00,2022-09-14 10:29:59,157,8,114,60
2022-09-14 11:00:00,2022-09-14 11:14:59,123,5,90,60
2022-09-14 11:45:00,2022-09-14 11:59:59,176,7,128,120
2022-09-14 12:00:00,2022-09-14 12:14:59,72,4,52,60
2022-09-14 13:30:00,2022-09-14 13:44:59,202,8,147,180
2022-09-14 15:15:00,2022-09-14 15:29:59,204,9,149,180
2022-09-14 15:30:00,2022-09-14 15:44:59,159,7,116,120
2022-09-14 16:00:00,2022-09-14 16:14:59,382,16,279,300
2022-09-14 16:30:00,2022-09-14 16:44:59,50,2,36,60
2022-09-14 17:00:00,2022-09-14 17:14:59,94,4,68,60
2022-09-14 17:30:00,2022-09-14 17:44:59,351,15,256,180
2022-09-14 17:45:00,2022-09-14 17:59:59,900,35,658,600
2022-09-14 18:00:00,2022-09-14 18:14:59,26,1,19,60
2022-09-16 07:45:00,2022-09-16 07:59:59,355,16,259,240
2022-09-16 08:00:00,2022-09-16 08:14:59,636,28,465,480
2022-09-16 08:30:00,2022-09-16 08:44:59,214,9,156,120
2022-09-16 08:45:00,2022-09-16 08:59:59,105,6,76,60
2022-09-16 09:00:00,2022-09-16 09:14:59,108,5,79,60
2022-09-17 12:45:00,2022-09-17 12:59:59,652,25,477,420
2022-09-17 14:00:00,2022-09-17 14:14:59,772,31,565,540
2022-09-17 14:15:00,2022-09-17 14:29:59,271,11,198,180
2022-09-17 15:15:00,2022-09-17 15:29:59,109,6,79,60
2022-09-17 17:00:00,2022-09-17 17:14:59,53,2,38,60
2022-09-17 19:00:00,2022-09-17 19:14:59,198,10,144,120
2022-09-18 06:00:00,2022-09-18 06:14:59,127,4,92,60
2022-09-18 06:15:00,2022-09-18 06:29:59,153,7,111,120
2022-09-18 11:15:00,2022-09-18 11:29:59,143,6,104,120
2022-09-18 11:45:00,2022-09-18 11:59:59,273,13,199,180
2022-09-18 12:00:00,2022-09-18 12:14:59,6,0,4,60
2022-09-18 16:15:00,2022-09-18 16:29:59,290,12,212,240
2022-09-18 16:30:00,2022-09-18 16:44:59,790,31,578,600
2022-09-18 16:45:00,2022-09-18 16:59:59,593,24,434,420
2022-09-18 17:00:00,2022-09-18 17:14:59,1093,41,800,720
2022-09-18 17:15:00,2022-09-18 17:29:59,23,2,16,60
2022-09-18 18:45:00,2022-09-18 18:59:59,528,20,386,240
2022-09-18 19:00:00,2022-09-18 19:14:59,1141,43,835,720
2022-09-18 19:15:00,2022-09-18 19:29:59,799,33,584,600
2022-09-18 20:00:00,2022-09-18 20:14:59,6,0,4,60
2022-09-18 23:00:00,2022-09-18 23:14:59,106,4,77,120
2022-09-19 01:30:00,2022-09-19 01:44:59,98,4,71,60
2022-09-19 02:00:00,2022-09-19 02:14:59,177,7,129,60
2022-09-19 02:15:00,2022-09-19 02:29:59,193,10,141,120
2022-09-19 06:30:00,2022-09-19 06:44:59,151,8,110,60
2022-09-19 06:45:00,2022-09-19 06:59:59,93,3,68,60
2022-09-19 11:00:00,2022-09-19 11:14:59,420,17,307,300
2022-09-19 11:15:00,2022-09-19 11:29:59,713,29,521,420
2022-09-19 11:45:00,2022-09-19 11:59:59,213,10,155,180
2022-09-19 12:45:00,2022-09-19 12:59:59,165,7,120,60
2022-09-19 13:00:00,2022-09-19 13:14:59,283,13,207,120
2022-09-19 13:30:00,2022-09-19 13:44:59,31,3,22,60
2022-09-19 14:00:00,2022-09-19 14:14:59,680,29,497,480
2022-09-19 14:15:00,2022-09-19 14:29:59,691,26,505,480
2022-09-19 15:00:00,2022-09-19 15:14:59,8,0,5,60
2022-09-19 16:00:00,2022-09-19 16:14:59,92,4,67,60
2022-09-19 18:00:00,2022-09-19 18:14:59,81,4,59,60
2022-09-19 19:30:00,2022-09-19 19:44:59,134,6,98,120
2022-09-19 19:45:00,2022-09-19 19:59:59,111,5,81,120
2022-09-19 21:00:00,2022-09-19 21:14:59,160,9,117,60
2022-09-20 03:45:00,2022-09-20 03:59:59,82,3,60,60
2022-09-20 08:15:00,2022-09-20 08:29:59,305,11,223,120
2022-09-20 08:30:00,2022-09-20 08:44:59,1170,45,856,840
2022-09-20 08:45:00,2022-09-20 08:59:59,476,21,348,360
2022-09-20 09:15:00,2022-09-20 09:29:59,156,8,114,120
2022-09-20 09:45:00,2022-09-20 09:59:59,224,13,163,60
2022-09-20 10:00:00,2022-09-20 10:14:59,886,35,648,480
2022-09-20 10:15:00,2022-09-20 10:29:59,1050,42,768,660
2022-09-20 10:30:00,2022-09-20 10:44:59,1334,51,976,900
2022-09-20 10:45:00,2022-09-20 10:59:59,161,6,117,180
2022-09-20 11:45:00,2022-09-20 11:59:59,1065,41,779,720
2022-09-20 12:00:00,2022-09-20 12:14:59,1532,56,1121,900
2022-09-20 12:15:00,2022-09-20 12:29:59,719,27,526,360
2022-09-20 12:30:00,2022-09-20 12:44:59,251,15,183,180
2022-09-20 12:45:00,2022-09-20 12:59:59,451,20,330,300
2022-09-20 13:00:00,2022-09-20 13:14:59,414,17,303,300
2022-09-20 13:15:00,2022-09-20 13:29:59,1094,43,800,720
2022-09-20 13:30:00,2022-09-20 13:44:59,791,32,579,480
2022-09-20 13:45:00,2022-09-20 13:59:59,437,17,319,360
2022-09-20 19:00:00,2022-09-20 19:14:59,724,30,529,480
2022-09-20 19:15:00,2022-09-20 19:29:59,1401,53,1025,900
2022-09-20 19:30:00,2022-09-20 19:44:59,146,11,106,120
2022-09-20 19:45:00,2022-09-20 19:59:59,165,11,120,120
2022-09-20 20:00:00,2022-09-20 20:14:59,612,23,447,300
2022-09-20 20:15:00,2022-09-20 20:29:59,975,38,713,780
2022-09-21 05:00:00,2022-09-21 05:14:59,146,7,106,60
2022-09-21 07:00:00,2022-09-21 07:14:59,237,11,173,121
2022-09-21 07:15:00,2022-09-21 07:29:59,1165,45,852,841
2022-09-21 07:30:00,2022-09-21 07:44:59,936,37,685,720
2022-09-21 09:45:00,2022-09-21 09:59:59,185,8,135,60
2022-09-21 13:45:00,2022-09-21 13:59:59,404,15,295,180
2022-09-21 14:00:00,2022-09-21 14:14:59,1257,48,920,900
2022-09-21 14:15:00,2022-09-21 14:29:59,30,3,21,60
2022-09-21 15:00:00,2022-09-21 15:14:59,131,6,95,60
2022-09-21 15:15:00,2022-09-21 15:29:59,1003,39,734,780
2022-09-21 15:30:00,2022-09-21 15:44:59,30,1,21,60
2022-09-21 19:45:00,2022-09-21 19:59:59,88,4,64,60
2022-09-21 20:45:00,2022-09-21 20:59:59,182,9,133,120
2022-09-22 07:00:00,2022-09-22 07:14:59,166,8,121,60
2022-09-22 07:15:00,2022-09-22 07:29:59,937,38,685,540
2022-09-22 07:30:00,2022-09-22 07:44:59,1356,51,992,840
2022-09-22 07:45:00,2022-09-22 07:59:59,221,10,161,180
2022-09-22 08:15:00,2022-09-22 08:29:59,839,34,614,540
2022-09-22 08:30:00,2022-09-22 08:44:59,471,23,344,300
2022-09-22 08:45:00,2022-09-22 08:59:59,590,28,431,360
2022-09-22 09:00:00,2022-09-22 09:14:59,1030,41,753,720
2022-09-22 09:15:00,2022-09-22 09:29:59,1061,41,776,780
2022-09-22 10:00:00,2022-09-22 10:14:59,536,21,392,420
2022-09-22 10:15:00,2022-09-22 10:29:59,1578,57,1155,900
2022-09-22 10:30:00,2022-09-22 10:44:59,1224,46,895,720
2022-09-22 11:00:00,2022-09-22 11:14:59,123,6,90,60
2022-09-22 11:15:00,2022-09-22 11:29:59,1230,47,900,840
2022-09-22 11:30:00,2022-09-22 11:44:59,483,19,353,360
2022-09-22 12:00:00,2022-09-22 12:14:59,300,12,219,180
2022-09-22 12:15:00,2022-09-22 12:29:59,1125,44,823,840
2022-09-22 13:00:00,2022-09-22 13:14:59,581,24,425,360
2022-09-22 13:15:00,2022-09-22 13:29:59,209,8,152,120
2022-09-22 13:30:00,2022-09-22 13:44:59,390,15,285,300
2022-09-22 14:00:00,2022-09-22 14:14:59,72,4,52,60
2022-09-22 14:15:00,2022-09-22 14:29:59,85,4,62,60
2022-09-22 15:15:00,2022-09-22 15:29:59,165,8,120,120
2022-09-23 04:15:00,2022-09-23 04:29:59,117,5,85,60
2022-09-23 04:30:00,2022-09-23 04:44:59,60,3,43,60
2022-09-23 08:15:00,2022-09-23 08:29:59,465,19,340,240
2022-09-23 08:30:00,2022-09-23 08:44:59,1136,44,831,840
2022-09-23 08:45:00,2022-09-23 08:59:59,702,29,513,540
2022-09-23 09:00:00,2022-09-23 09:14:59,428,21,313,300
2022-09-23 09:15:00,2022-09-23 09:29:59,315,18,230,240
2022-09-23 09:30:00,2022-09-23 09:44:59,278,16,203,180
2022-09-23 09:45:00,2022-09-23 09:59:59,372,17,272,300
2022-09-23 10:45:00,2022-09-23 10:59:59,302,13,221,180
2022-09-23 11:30:00,2022-09-23 11:44:59,16,3,11,60
2022-09-23 12:00:00,2022-09-23 12:14:59,1042,42,762,660
2022-09-23 12:15:00,2022-09-23 12:29:59,572,24,418,480
2022-09-23 12:30:00,2022-09-23 12:44:59,393,18,287,300
2022-09-23 13:00:00,2022-09-23 13:14:59,153,8,111,60
2022-09-23 13:15:00,2022-09-23 13:29:59,938,39,686,660
2022-09-23 13:30:00,2022-09-23 13:44:59,544,22,398,420
2022-09-23 16:00:00,2022-09-23 16:14:59,162,6,118,60
2022-09-23 16:15:00,2022-09-23 16:29:59,2,0,1,60
2022-09-23 18:45:00,2022-09-23 18:59:59,718,30,525,420
2022-09-23 19:15:00,2022-09-23 19:29:59,1065,40,779,660
2022-09-23 19:30:00,2022-09-23 19:44:59,919,36,672,600
2022-09-23 21:00:00,2022-09-23 21:14:59,162,8,118,60
2022-09-24 07:45:00,2022-09-24 07:59:59,365,17,267,300
2022-09-24 08:45:00,2022-09-24 08:59:59,89,3,65,60
2022-09-24 12:00:00,2022-09-24 12:14:59,580,24,424,420
2022-09-24 12:15:00,2022-09-24 12:29:59,576,24,421,420
2022-09-24 12:30:00,2022-09-24 12:44:59,35,2,25,60
2022-09-24 14:00:00,2022-09-24 14:14:59,119,5,87,60
2022-09-24 17:45:00,2022-09-24 17:59:59,281,12,205,180
2022-09-24 18:00:00,2022-09-24 18:14:59,532,21,389,360
2022-09-24 18:15:00,2022-09-24 18:29:59,621,26,454,480
2022-09-24 21:45:00,2022-09-24 21:59:59,121,5,88,120
2022-09-24 23:00:00,2022-09-24 23:14:59,165,8,120,120
2022-09-24 23:15:00,2022-09-24 23:29:59,58,3,42,60
2022-09-25 03:45:00,2022-09-25 03:59:59,72,3,52,60
2022-09-25 10:15:00,2022-09-25 10:29:59,617,29,451,360
2022-09-25 10:30:00,2022-09-25 10:44:59,730,31,534,480
2022-09-25 11:00:00,2022-09-25 11:14:59,162,9,118,60
2022-09-25 12:00:00,2022-09-25 12:14:59,237,12,173,120
2022-09-25 12:15:00,2022-09-25 12:29:59,86,4,62,60
2022-09-25 12:30:00,2022-09-25 12:44:59,95,4,69,60
2022-09-25 14:15:00,2022-09-25 14:29:59,165,11,120,60
2022-09-25 14:30:00,2022-09-25 14:44:59,300,17,219,120
2022-09-25 14:45:00,2022-09-25 14:59:59,146,12,106,60
2022-09-25 15:00:00,2022-09-25 15:14:59,483,24,353,420
2022-09-25 15:15:00,2022-09-25 15:29:59,259,16,189,60
2022-09-25 15:30:00,2022-09-25 15:44:59,1229,48,899,840
2022-09-25 15:45:00,2022-09-25 15:59:59,1094,44,800,900
2022-09-25 16:00:00,2022-09-25 16:14:59,735,33,538,660
2022-09-25 16:15:00,2022-09-25 16:29:59,978,41,715,840
2022-09-25 16:30:00,2022-09-25 16:44:59,1401,53,1025,900
2022-09-25 16:45:00,2022-09-25 16:59:59,655,28,479,480
2022-09-25 17:00:00,2022-09-25 17:14:59,74,6,54,60
2022-09-25 17:30:00,2022-09-25 17:44:59,83,4,60,60
2022-09-25 19:00:00,2022-09-25 19:14:59,439,17,321,240
2022-09-25 19:15:00,2022-09-25 19:29:59,1350,51,988,900
2022-09-25 19:30:00,2022-09-25 19:44:59,482,21,352,300
2022-09-25 21:15:00,2022-09-25 21:29:59,533,21,390,420
2022-09-26 00:45:00,2022-09-26 00:59:59,69,2,50,60
2022-09-26 06:30:00,2022-09-26 06:44:59,192,9,140,60
2022-09-26 08:00:00,2022-09-26 08:14:59,410,17,300,300
2022-09-26 08:30:00,2022-09-26 08:44:59,201,13,147,120
2022-09-26 08:45:00,2022-09-26 08:59:59,318,18,232,180
2022-09-26 09:00:00,2022-09-26 09:14:59,279,17,204,120
2022-09-26 09:15:00,2022-09-26 09:29:59,249,10,182,180
2022-09-26 10:00:00,2022-09-26 10:14:59,262,10,191,180
2022-09-26 10:15:00,2022-09-26 10:29:59,1285,49,940,780
2022-09-26 10:30:00,2022-09-26 10:44:59,281,12,205,180
2022-09-26 11:15:00,2022-09-26 11:29:59,294,13,215,120
2022-09-26 12:00:00,2022-09-26 12:14:59,375,14,274,240
2022-09-26 12:15:00,2022-09-26 12:29:59,361,16,264,420
2022-09-26 12:45:00,2022-09-26 12:59:59,1367,51,1000,900
2022-09-26 13:00:00,2022-09-26 13:14:59,330,13,241,240
2022-09-26 13:30:00,2022-09-26 13:44:59,342,13,250,180
2022-09-26 13:45:00,2022-09-26 13:59:59,342,14,250,240
2022-09-26 14:00:00,2022-09-26 14:14:59,1014,38,742,540
2022-09-26 17:00:00,2022-09-26 17:14:59,577,26,422,420
2022-09-26 20:00:00,2022-09-26 20:14:59,929,35,680,660
2022-09-26 20:15:00,2022-09-26 20:29:59,241,9,176,120
2022-09-26 20:30:00,2022-09-26 20:44:59,139,6,101,60
2022-09-26 20:45:00,2022-09-26 20:59:59,922,37,674,660
2022-09-26 21:00:00,2022-09-26 21:14:59,220,11,161,120
2022-09-26 22:15:00,2022-09-26 22:29:59,293,16,214,240
2022-09-26 22:30:00,2022-09-26 22:44:59,440,19,322,300
2022-09-26 22:45:00,2022-09-26 22:59:59,46,2,33,60
2022-09-27 07:30:00,2022-09-27 07:44:59,65,4,47,60
2022-09-27 07:45:00,2022-09-27 07:59:59,283,16,207,60
2022-09-27 08:00:00,2022-09-27 08:14:59,553,23,404,360
2022-09-27 08:15:00,2022-09-27 08:29:59,1164,45,852,720
2022-09-27 08:30:00,2022-09-27 08:44:59,524,19,383,300
2022-09-27 08:45:00,2022-09-27 08:59:59,95,4,69,60
2022-09-27 09:00:00,2022-09-27 09:14:59,885,34,647,600
2022-09-27 09:30:00,2022-09-27 09:44:59,116,6,84,120
2022-09-27 10:00:00,2022-09-27 10:14:59,162,10,118,60
2022-09-27 10:15:00,2022-09-27 10:29:59,97,5,71,60
2022-09-27 10:30:00,2022-09-27 10:44:59,1060,40,775,660
2022-09-27 10:45:00,2022-09-27 10:59:59,1498,55,1096,900
2022-09-27 11:00:00,2022-09-27 11:14:59,1027,39,751,600
2022-09-27 11:15:00,2022-09-27 11:29:59,1237,47,905,840
2022-09-27 11:30:00,2022-09-27 11:44:59,1046,41,765,720
2022-09-27 11:45:00,2022-09-27 11:59:59,110,4,80,120
2022-09-27 12:00:00,2022-09-27 12:14:59,589,25,431,540
2022-09-27 12:15:00,2022-09-27 12:29:59,193,9,141,120
2022-09-27 19:15:00,2022-09-27 19:29:59,344,17,251,240
2022-09-27 19:45:00,2022-09-27 19:59:59,522,24,382,480
2022-09-27 20:00:00,2022-09-27 20:14:59,836,32,611,600
2022-09-27 22:45:00,2022-09-27 22:59:59,274,11,200,180
2022-09-27 23:00:00,2022-09-27 23:14:59,1057,43,773,840
2022-09-27 23:15:00,2022-09-27 23:29:59,253,14,185,120
2022-09-27 23:30:00,2022-09-27 23:44:59,65,3,47,60
2022-09-28 06:45:00,2022-09-28 06:59:59,165,7,120,180
2022-09-28 09:15:00,2022-09-28 09:29:59,517,20,378,360
2022-09-28 09:30:00,2022-09-28 09:44:59,589,23,431,420
2022-09-28 09:45:00,2022-09-28 09:59:59,139,6,101,60
2022-09-28 10:00:00,2022-09-28 10:14:59,1273,49,931,840
2022-09-28 10:15:00,2022-09-28 10:29:59,208,8,152,180
2022-09-28 11:00:00,2022-09-28 11:14:59,467,20,341,300
2022-09-28 11:15:00,2022-09-28 11:29:59,136,6,99,120
2022-09-28 11:30:00,2022-09-28 11:44:59,1196,45,875,720
2022-09-28 11:45:00,2022-09-28 11:59:59,906,36,663,660
2022-09-28 12:45:00,2022-09-28 12:59:59,660,25,483,360
2022-09-28 13:00:00,2022-09-28 13:14:59,1189,45,870,720
2022-09-28 13:15:00,2022-09-28 13:29:59,952,38,696,600
2022-09-28 13:30:00,2022-09-28 13:44:59,443,17,324,360
2022-09-28 13:45:00,2022-09-28 13:59:59,583,23,426,360
2022-09-28 14:45:00,2022-09-28 14:59:59,275,11,201,120
2022-09-28 15:00:00,2022-09-28 15:14:59,949,38,694,660
2022-09-28 15:15:00,2022-09-28 15:29:59,291,15,213,180
2022-09-28 15:30:00,2022-09-28 15:44:59,107,5,78,60
2022-09-28 17:00:00,2022-09-28 17:14:59,149,8,109,60
2022-09-28 18:00:00,2022-09-28 18:14:59,673,27,492,420
2022-09-28 19:15:00,2022-09-28 19:29:59,959,38,701,600
2022-09-28 19:30:00,2022-09-28 19:44:59,185,9,135,180
2022-09-28 19:45:00,2022-09-28 19:59:59,482,20,352,300
2022-09-28 20:00:00,2022-09-28 20:14:59,911,38,666,780
2022-09-28 20:15:00,2022-09-28 20:29:59,793,32,580,600
2022-09-28 20:45:00,2022-09-28 20:59:59,1064,43,778,780
2022-09-28 21:00:00,2022-09-28 21:14:59,527,26,385,360
2022-09-28 21:15:00,2022-09-28 21:29:59,182,8,133,120
2022-09-28 23:00:00,2022-09-28 23:14:59,150,7,109,120
2022-09-29 07:45:00,2022-09-29 07:59:59,967,40,707,600
2022-09-29 08:00:00,2022-09-29 08:14:59,1406,53,1029,900
2022-09-29 08:15:00,2022-09-29 08:29:59,811,31,593,600
2022-09-29 09:15:00,2022-09-29 09:29:59,156,7,114,60
2022-09-29 09:30:00,2022-09-29 09:44:59,1135,44,830,660
